time           Mn         Mw         D
22619.1        3.7644     4.71774     1.25325
22622.6        3.76492     4.71791     1.25312
22622.8        3.76674     4.72215     1.25364
22630.2        3.76778     4.72333     1.25361
22635.4        3.76755     4.72315     1.25364
22638          3.76763     4.72307     1.25359
22638.6        3.76797     4.72339     1.25356
22640.3        3.76883     4.72574     1.2539
22646.1        3.76917     4.72606     1.25387
22653          3.76938     4.72613     1.25382
22655.7        3.76915     4.72594     1.25385
22655.7        3.76923     4.72586     1.2538
22657.5        3.7697     4.72653     1.25382
22660.5        3.76978     4.72645     1.25377
22661.9        3.77082     4.72763     1.25374
22664.7        3.7709     4.72755     1.25369
22665          3.77194     4.72872     1.25366
22665.6        3.77228     4.72904     1.25363
22667.3        3.77236     4.72896     1.25358
22669.5        3.77257     4.72903     1.25353
22685.2        3.7736     4.7302     1.2535
22686.4        3.77464     4.73138     1.25346
22687.4        3.77524     4.7325     1.25356
22689.8        3.77732     4.7365     1.25393
22692.1        3.7774     4.73642     1.25388
22710.6        3.77717     4.73623     1.25391
22712.9        3.77693     4.73604     1.25394
22719.2        3.77701     4.73596     1.25389
22721.9        3.77709     4.73588     1.25384
22732.7        3.77686     4.73569     1.25387
22740          3.7779     4.73686     1.25384
22741.2        3.77767     4.73668     1.25386
22744.3        3.77744     4.73649     1.25389
22752.4        3.77765     4.73655     1.25384
22758.5        3.77869     4.73773     1.2538
22759.5        3.77889     4.73779     1.25375
22761.1        3.77897     4.73771     1.2537
22768.6        3.77949     4.73788     1.25358
22769.1        3.77983     4.7382     1.25355
22770          3.7796     4.73801     1.25357
22770.2        3.77937     4.73782     1.2536
22775.2        3.77971     4.73814     1.25357
22779.8        3.77992     4.7382     1.25352
22780.2        3.77999     4.73812     1.25347
22788          3.77976     4.73794     1.2535
22789.6        3.78171     4.74167     1.25384
22789.8        3.78179     4.74159     1.2538
22792.9        3.78238     4.74271     1.25389
22800.2        3.78394     4.74507     1.254 
22802.2        3.78492     4.74816     1.25449
22804.7        3.78513     4.74823     1.25444
22805.8        3.78876     4.76666     1.25811
22810.3        3.78897     4.76672     1.25805
22816.2        3.7893     4.76703     1.25802
22818          3.78907     4.76684     1.25805
22818.5        3.78884     4.76665     1.25808
22831.8        3.78861     4.76646     1.2581
22832.1        3.79016     4.76881     1.25821
22844.1        3.79024     4.76873     1.25816
22854.9        3.79045     4.76879     1.25811
22871.7        3.79104     4.7699     1.2582
22874.8        3.79177     4.77156     1.2584
22875.5        3.79198     4.77162     1.25835
22892.3        3.79174     4.77143     1.25837
22894.5        3.79221     4.77209     1.25839
22903.2        3.79198     4.7719     1.25842
22910.3        3.79206     4.77182     1.25837
22911.2        3.79214     4.77174     1.25832
22913.8        3.79369     4.77408     1.25843
22914.3        3.79485     4.77538     1.25838
22916.6        3.79493     4.77529     1.25834
22926.3        3.79501     4.77521     1.25829
22933.3        3.79478     4.77502     1.25831
22935.9        3.79633     4.77736     1.25842
22942.8        3.79641     4.77728     1.25837
22944.1        3.79617     4.77709     1.2584
22946.2        3.79638     4.77715     1.25834
22954.3        3.79767     4.7791     1.25843
22955.6        3.79871     4.78025     1.25839
22957.4        3.79878     4.78016     1.25834
22958.1        3.80008     4.78211     1.25842
22958.2        3.79984     4.78192     1.25845
22960.8        3.80036     4.78209     1.25832
22965.1        3.80044     4.782      1.25828
22969.3        3.80199     4.78434     1.25838
22970          3.8022     4.78439     1.25832
22970.8        3.80196     4.78421     1.25835
22971.8        3.80217     4.78427     1.2583
22973.1        3.80194     4.78408     1.25833
22990.1        3.8024     4.78473     1.25834
22992.9        3.80261     4.78479     1.25829
23001.3        3.80295     4.78509     1.25826
23001.5        3.80346     4.78526     1.25813
23006.9        3.80424     4.78581     1.25802
23012.6        3.80444     4.78587     1.25797
23014.8        3.80465     4.78593     1.25792
23021.3        3.80568     4.78707     1.25787
23021.4        3.80576     4.78699     1.25783
23021.6        3.80584     4.78691     1.25778
23022.7        3.80661     4.78746     1.25767
23031.7        3.80669     4.78737     1.25762
23032.9        3.80772     4.78852     1.25758
23038          3.8085     4.78907     1.25747
23040.5        3.8087     4.78913     1.25742
23042.2        3.80891     4.78919     1.25736
23046.5        3.80899     4.7891     1.25732
23048.4        3.80976     4.78965     1.25721
23051.9        3.80997     4.78971     1.25715
23053.1        3.81017     4.78977     1.2571
23054.2        3.81025     4.78969     1.25705
23056.5        3.81045     4.78975     1.257 
23063.3        3.81066     4.78981     1.25695
23071.7        3.811      4.79011     1.25692
23075.4        3.81133     4.79041     1.25689
23077.2        3.81236     4.79155     1.25685
23080.3        3.81334     4.7946     1.25732
23084.3        3.81342     4.79451     1.25727
23086.1        3.81319     4.79432     1.2573
23087.3        3.81295     4.79413     1.25733
23088.5        3.81272     4.79394     1.25736
23090.8        3.81318     4.79459     1.25737
23094.3        3.81295     4.7944     1.2574
23107.8        3.81302     4.79432     1.25735
23108.2        3.81279     4.79413     1.25738
23110          3.81287     4.79405     1.25733
23110.5        3.81294     4.79396     1.25729
23114.5        3.81354     4.79505     1.25738
23123.4        3.81547     4.79871     1.2577
23124.2        3.81567     4.79876     1.25765
23125.7        3.81588     4.79882     1.25759
23130.2        3.81596     4.79874     1.25755
23135.1        3.81629     4.79904     1.25751
23137.6        3.81681     4.7992     1.25739
23142.3        3.81657     4.79901     1.25741
23151          3.81966     4.80727     1.25856
23168.3        3.82276     4.81552     1.2597
23169.2        3.82309     4.81581     1.25967
23178          3.82464     4.81811     1.25976
23180.7        3.8251     4.81875     1.25977
23180.7        3.8253     4.81881     1.25972
23186.9        3.82608     4.81935     1.25961
23187          3.82641     4.81964     1.25957
23189.5        3.82648     4.81956     1.25953
23193.7        3.82656     4.81947     1.25948
23199.4        3.82632     4.81928     1.25951
23199.7        3.8264     4.8192     1.25946
23213.8        3.82673     4.81949     1.25943
23214.3        3.8265     4.8193     1.25946
23217          3.82626     4.81911     1.25948
23219          3.82647     4.81917     1.25943
23220.9        3.82667     4.81922     1.25938
23228.7        3.82688     4.81928     1.25932
23230.3        3.82708     4.81933     1.25927
23230.8        3.82685     4.81914     1.2593
23234          3.82692     4.81906     1.25925
23234.6        3.82808     4.82032     1.2592
23234.6        3.82815     4.82024     1.25915
23236.1        3.82823     4.82015     1.25911
23239.3        3.82799     4.81996     1.25914
23241.3        3.82846     4.8206     1.25915
23248.3        3.82853     4.82052     1.2591
23252.9        3.82861     4.82043     1.25906
23255.7        3.82837     4.82024     1.25908
23258.7        3.82858     4.82029     1.25903
23261.3        3.82909     4.82045     1.2589
23262.9        3.82885     4.82026     1.25893
23264.6        3.82862     4.82007     1.25896
23266.7        3.83093     4.82713     1.26004
23288.5        3.83222     4.82903     1.26011
23288.9        3.83229     4.82895     1.26007
23292.9        3.83206     4.82876     1.26009
23311.5        3.83226     4.82881     1.26004
23319.1        3.83234     4.82872     1.25999
23331.6        3.83349     4.82998     1.25994
23332.9        3.83383     4.83028     1.25991
23341.2        3.83742     4.84122     1.26158
23341.4        3.83763     4.84127     1.26153
23351.7        3.83814     4.84143     1.2614
23365.8        3.83822     4.84134     1.26135
23368.1        3.83798     4.84115     1.26138
23378.3        3.83875     4.84168     1.26127
23387.9        3.83851     4.84149     1.26129
23392.6        3.83872     4.84155     1.26124
23407.3        3.83923     4.8417     1.26111
23409.4        3.83931     4.84161     1.26106
23409.9        3.83951     4.84167     1.26101
23412.2        3.84002     4.84182     1.26088
23415.8        3.83979     4.84163     1.26091
23418.6        3.83955     4.84144     1.26094
23419.4        3.83963     4.84135     1.26089
23420.8        3.83983     4.84141     1.26084
23425.7        3.84034     4.84156     1.26071
23425.7        3.84111     4.84209     1.2606
23426.5        3.84119     4.84201     1.26055
23428.1        3.84139     4.84206     1.2605
23440.8        3.84115     4.84187     1.26052
23442.6        3.84123     4.84178     1.26048
23452.3        3.8413     4.84169     1.26043
23452.4        3.84138     4.84161     1.26038
23454.9        3.84145     4.84152     1.26034
23458          3.84165     4.84157     1.26028
23463.6        3.84237     4.84318     1.26047
23468.9        3.84257     4.84323     1.26041
23470.7        3.84265     4.84315     1.26037
23470.8        3.84241     4.84296     1.2604
23471.1        3.84248     4.84287     1.26035
23478.3        3.84225     4.84268     1.26038
23479          3.84232     4.84259     1.26033
23491.5        3.84348     4.84384     1.26028
23493.8        3.84368     4.84389     1.26022
23493.8        3.84496     4.84578     1.26029
23500.3        3.84503     4.84569     1.26025
23501.1        3.84606     4.8468     1.2602
23502.5        3.84721     4.84805     1.26014
23506.9        3.84767     4.84867     1.26016
23508.9        3.84744     4.84848     1.26019
23510.3        3.84846     4.84959     1.26014
23514.7        3.84854     4.8495     1.26009
23515.7        3.84887     4.84979     1.26006
23517.6        3.84894     4.8497     1.26001
23519.9        3.8494     4.85033     1.26002
23532.8        3.8496     4.85038     1.25997
23538.7        3.84967     4.85029     1.25992
23540.6        3.84944     4.8501     1.25995
23541          3.85002     4.85117     1.26004
23542.6        3.85105     4.85227     1.25999
23548.6        3.85081     4.85208     1.26002
23555.4        3.85337     4.85783     1.26067
23557.2        3.85389     4.85799     1.26054
23562.2        3.85447     4.85905     1.26063
23568.2        3.85454     4.85896     1.26058
23574          3.85462     4.85887     1.26053
23575.9        3.85438     4.85868     1.26056
23577.4        3.85414     4.85849     1.26059
23581.4        3.85391     4.8583     1.26062
23599          3.85467     4.85883     1.2605
23620          3.85583     4.86007     1.26045
23639.6        3.85659     4.86059     1.26033
23645.4        3.85915     4.86632     1.26098
23648          3.85892     4.86613     1.26101
23648.6        3.85868     4.86594     1.26104
23650.5        3.85888     4.86599     1.26099
23661.5        3.85864     4.8658     1.26101
23663.3        3.8591     4.86642     1.26103
23667.5        3.86025     4.86766     1.26097
23669.3        3.86032     4.86757     1.26092
23687.2        3.8604     4.86748     1.26088
23689.7        3.86232     4.87102     1.26117
23690.8        3.86347     4.87226     1.26111
23691          3.8638     4.87254     1.26108
23702.6        3.86412     4.87282     1.26104
23712          3.86433     4.87287     1.26099
23725.2        3.86453     4.87292     1.26094
23743.1        3.8646     4.87283     1.26089
23747.4        3.8648     4.87288     1.26084
23751.9        3.86513     4.87316     1.2608
23762.2        3.86533     4.87321     1.26075
23762.2        3.8654     4.87312     1.2607
23763.6        3.86573     4.8734     1.26067
23771.1        3.86549     4.87321     1.2607
23790.7        3.86556     4.87313     1.26065
23799.3        3.86633     4.87365     1.26054
23809.4        3.86684     4.8738     1.26041
23812.3        3.86691     4.87371     1.26036
23814.7        3.86794     4.8748     1.26031
23818          3.86814     4.87485     1.26026
23823.2        3.86885     4.87643     1.26043
23826          3.86892     4.87634     1.26039
23831.7        3.86899     4.87625     1.26034
23832.1        3.86919     4.8763     1.26029
23841.4        3.87328     4.89016     1.26254
23855.9        3.87335     4.89007     1.26249
23866          3.87412     4.89058     1.26237
23873.7        3.87388     4.89039     1.2624
23879.5        3.87446     4.89144     1.26248
23880          3.87423     4.89125     1.26251
23885.5        3.87399     4.89106     1.26254
23893.9        3.87375     4.89087     1.26257
23894.6        3.87351     4.89067     1.2626
23896.7        3.87327     4.89048     1.26262
23911          3.87385     4.89153     1.2627
23911.7        3.87392     4.89144     1.26266
23912.8        3.87412     4.89148     1.2626
23918.2        3.87463     4.89163     1.26248
23920.2        3.87496     4.89191     1.26244
23927.3        3.87472     4.89172     1.26247
23931.1        3.87523     4.89187     1.26234
23931.9        3.87543     4.89191     1.26229
23937          3.87594     4.89206     1.26216
23943.7        3.87601     4.89197     1.26211
23956.3        3.87621     4.89201     1.26206
23959          3.87654     4.89229     1.26203
23964          3.87661     4.8922     1.26198
23969.8        3.87763     4.89328     1.26193
23980.2        3.8784     4.8938     1.26181
23989.4        3.87847     4.89371     1.26176
23993          3.88026     4.89767     1.2622
23996          3.88033     4.89758     1.26216
24001.7        3.88104     4.89915     1.26233
24002.9        3.88231     4.90099     1.26239
24022.5        3.88207     4.9008     1.26242
24023.7        3.88309     4.90188     1.26236
24030          3.88285     4.90169     1.26239
24032.9        3.88331     4.9023     1.2624
24034.6        3.88407     4.90281     1.26229
24034.9        3.88383     4.90262     1.26231
24037.4        3.88359     4.90243     1.26234
24048.5        3.88417     4.90346     1.26242
24048.8        3.88463     4.90407     1.26243
24050.6        3.88565     4.90515     1.26238
24053.7        3.88661     4.90806     1.26281
24057.9        3.88776     4.90927     1.26275
24058.8        3.88872     4.91218     1.26319
24065.4        3.88848     4.91199     1.26322
24066.4        3.88824     4.9118     1.26325
24068          3.88856     4.91208     1.26321
24076.2        3.88832     4.91189     1.26324
24085.8        3.88808     4.9117     1.26327
24088.1        3.88859     4.91184     1.26314
24105.7        3.88936     4.91235     1.26302
24111.8        3.88912     4.91216     1.26305
24128.8        3.88988     4.91266     1.26293
24130.2        3.89141     4.91545     1.26315
24133.4        3.89148     4.91536     1.26311
24135.2        3.89155     4.91527     1.26306
24135.5        3.89162     4.91517     1.26302
24136.9        3.89138     4.91498     1.26304
24141.3        3.89196     4.91602     1.26312
24141.4        3.89172     4.91583     1.26315
24144.2        3.89179     4.91573     1.2631
24144.9        3.89186     4.91564     1.26306
24146.5        3.89193     4.91555     1.26301
24152.5        3.89169     4.91536     1.26304
24162.4        3.89201     4.91564     1.26301
24165.3        3.89259     4.91667     1.26308
24165.5        3.89279     4.91671     1.26303
24165.6        3.89312     4.91698     1.26299
24174.6        3.8949     4.92091     1.26342
24175.8        3.89541     4.92105     1.2633
24183.1        3.8956     4.92109     1.26324
24188.5        3.89536     4.9209     1.26327
24188.8        3.89556     4.92094     1.26322
24195.7        3.89607     4.92108     1.26309
24206.7        3.89614     4.92099     1.26304
24207.9        3.8959     4.9208     1.26307
24209.1        3.89597     4.92071     1.26303
24211.6        3.89749     4.92289     1.26309
24217.5        3.89756     4.9228     1.26305
24220.1        3.89763     4.92271     1.263 
24223.2        3.89796     4.92298     1.26296
24229.5        3.89898     4.92405     1.26291
24229.7        3.89905     4.92395     1.26286
24231.3        3.89981     4.92446     1.26274
24235.8        3.90134     4.92664     1.26281
24241.1        3.90179     4.92724     1.26282
24265.7        3.90229     4.92738     1.26269
24266.4        3.9042     4.93083     1.26296
24269.5        3.90427     4.93074     1.26291
24272.6        3.90656     4.93752     1.2639
24274          3.90663     4.93743     1.26386
24290.1        3.9067     4.93733     1.26381
24290.5        3.90715     4.93793     1.26382
24290.9        3.90722     4.93784     1.26377
24291.1        3.90773     4.93798     1.26364
24305.8        3.9078     4.93788     1.2636
24306.4        3.90787     4.93779     1.26355
24312          3.90806     4.93783     1.2635
24322.8        3.9101     4.94306     1.26418
24323.9        3.91124     4.94425     1.26411
24324.4        3.91175     4.94439     1.26398
24324.4        3.91207     4.94465     1.26395
24329.7        3.91563     4.95515     1.26548
24343.7        3.91715     4.9579     1.26569
24348.1        3.91748     4.95816     1.26565
24354.6        3.91875     4.95996     1.2657
24356          3.91926     4.96009     1.26557
24360.6        3.91976     4.96023     1.26544
24363.1        3.92034     4.96124     1.26551
24368.9        3.92041     4.96115     1.26547
24371          3.92117     4.96164     1.26535
24373.1        3.92162     4.96223     1.26535
24374.3        3.92182     4.96227     1.2653
24375.1        3.92334     4.96442     1.26535
24377.8        3.92366     4.96468     1.26532
24392.5        3.92475     4.96835     1.2659
24392.7        3.92507     4.96861     1.26587
24393.1        3.92583     4.96911     1.26575
24394.6        3.92634     4.96924     1.26562
24405          3.92666     4.9695     1.26558
24406          3.92857     4.97291     1.26583
24406.8        3.92876     4.97295     1.26578
24407.3        3.92852     4.97275     1.26581
24412.8        3.92935     4.97489     1.26609
24414          3.93011     4.97538     1.26597
24418.2        3.92986     4.97519     1.266 
24420.1        3.93113     4.97698     1.26604
24420.9        3.93089     4.97678     1.26607
24421.4        3.93121     4.97705     1.26603
24422.2        3.93197     4.97753     1.26591
24428.1        3.93173     4.97734     1.26594
24430.2        3.93325     4.97948     1.266 
24433          3.93357     4.97974     1.26596
24433.2        3.93376     4.97978     1.26591
24457.3        3.93453     4.98026     1.26578
24457.4        3.93459     4.98017     1.26574
24458.8        3.93466     4.98007     1.26569
24471          3.93473     4.97998     1.26565
24471.6        3.9348     4.97988     1.2656
24476.1        3.93512     4.98014     1.26556
24484.4        3.93588     4.98063     1.26544
24492.5        3.93671     4.98276     1.26572
24496.3        3.93703     4.98302     1.26568
24496.4        3.93906     4.98664     1.26595
24498.2        3.93925     4.98667     1.26589
24501          3.93932     4.98658     1.26585
24506.3        3.93939     4.98648     1.2658
24519.6        3.9404     4.98751     1.26574
24524.5        3.94059     4.98755     1.26568
24531.9        3.94066     4.98745     1.26564
24544.2        3.94086     4.98749     1.26558
24544.5        3.94118     4.98774     1.26555
24544.7        3.94219     4.98878     1.26548
24546.2        3.94194     4.98858     1.26551
24551.8        3.94214     4.98862     1.26546
24558.2        3.94259     4.9892     1.26546
24563.2        3.94411     4.9919     1.26566
24565.8        3.94461     4.99203     1.26553
24571.4        3.94481     4.99206     1.26548
24574.6        3.94487     4.99197     1.26543
24577.9        3.94614     4.99374     1.26547
24579.3        3.94589     4.99355     1.2655
24580.9        3.94609     4.99358     1.26545
24599.1        3.94584     4.99339     1.26548
24603.1        3.9456     4.99319     1.26551
24611.6        3.94566     4.9931     1.26547
24612.2        3.94984     5.01004     1.26841
24626.9        3.95003     5.01007     1.26836
24627.1        3.95023     5.0101     1.26831
24637.5        3.95073     5.01023     1.26818
24638.6        3.95093     5.01026     1.26812
24645.7        3.95099     5.01016     1.26808
24650.7        3.95106     5.01006     1.26803
24651          3.95113     5.00997     1.26798
24651.8        3.95132     5.01       1.26793
24651.9        3.95164     5.01025     1.26789
24652.8        3.95183     5.01028     1.26784
24653.2        3.95159     5.01009     1.26787
24653.2        3.95165     5.00999     1.26782
24654.8        3.95222     5.01098     1.26789
24657.3        3.95198     5.01079     1.26792
24660.7        3.95173     5.0106     1.26795
24667          3.9518     5.0105     1.2679
24668.8        3.95155     5.01031     1.26794
24672.8        3.95162     5.01021     1.26789
24674.4        3.95206     5.01079     1.26789
24685          3.95263     5.01178     1.26796
24689.4        3.95239     5.01158     1.26799
24689.8        3.95214     5.01139     1.26802
24697          3.95657     5.02592     1.27027
24698.5        3.95663     5.02582     1.27023
24702.4        3.95853     5.02916     1.27046
24703.1        3.96042     5.0325     1.2707
24714.7        3.96062     5.03253     1.27064
24715.9        3.96094     5.03278     1.2706
24717.2        3.961      5.03268     1.27056
24717.6        3.96119     5.03271     1.2705
24721          3.96126     5.03261     1.27046
24721.6        3.96132     5.03251     1.27041
24726.4        3.96183     5.03264     1.27028
24728.2        3.96202     5.03266     1.27023
24729.3        3.96354     5.03476     1.27027
24734.2        3.96373     5.03478     1.27021
24741.3        3.96392     5.03481     1.27016
24743.6        3.96367     5.03462     1.27019
24748.9        3.96343     5.03443     1.27022
24754.7        3.96362     5.03445     1.27017
24756.1        3.96412     5.03458     1.27004
24760.5        3.96432     5.0346     1.26998
24760.8        3.96407     5.03441     1.27001
24762.3        3.96464     5.03539     1.27008
24763.2        3.96496     5.03564     1.27004
24779.7        3.96502     5.03554     1.26999
24785.8        3.96477     5.03535     1.27002
24786          3.96534     5.03633     1.27009
24796.8        3.96509     5.03614     1.27012
24798          3.96516     5.03604     1.27007
24808.8        3.96523     5.03594     1.27003
24813.6        3.96529     5.03584     1.26998
24815.5        3.96548     5.03587     1.26993
24824.8        3.96624     5.03634     1.2698
24825.9        3.96599     5.03615     1.26983
24829.4        3.96606     5.03605     1.26979
24835.2        3.96612     5.03595     1.26974
24835.5        3.96713     5.03696     1.26967
24837.9        3.96732     5.03699     1.26962
24839.6        3.96808     5.03746     1.26949
24842.9        3.96884     5.03792     1.26937
24854.8        3.96959     5.03839     1.26925
24855.1        3.97035     5.03886     1.26912
24857.1        3.97067     5.03911     1.26908
24867.4        3.97117     5.03923     1.26895
24874.1        3.97092     5.03904     1.26898
24879.6        3.97112     5.03907     1.26893
24879.8        3.97131     5.0391     1.26888
24880.4        3.97162     5.03934     1.26884
24887.5        3.97137     5.03915     1.26887
24891          3.97169     5.0394     1.26883
24894          3.97176     5.0393     1.26878
24910.2        3.97151     5.03911     1.26881
24917.4        3.97126     5.03892     1.26885
24919.9        3.97315     5.04223     1.26908
24924.2        3.97334     5.04226     1.26902
24926.6        3.97378     5.04282     1.26902
24930.9        3.97385     5.04272     1.26898
24935.1        3.97429     5.04328     1.26898
24939.5        3.97606     5.04704     1.26936
24943          3.97612     5.04694     1.26931
24946.4        3.97644     5.04718     1.26927
24946.5        3.97663     5.04721     1.26922
24952.8        3.97638     5.04702     1.26925
24955          3.97613     5.04682     1.26928
24957.6        3.97714     5.04783     1.26921
24962.1        3.97783     5.0493     1.26936
24971.3        3.98035     5.0575     1.27062
24976.2        3.98136     5.0585     1.27055
24979.3        3.98142     5.0584     1.2705
24982.4        3.98186     5.05896     1.2705
25004.8        3.98193     5.05886     1.27045
25011.8        3.98168     5.05866     1.27049
25012.5        3.98243     5.05913     1.27036
25017.9        3.98319     5.05959     1.27024
25018.2        3.98294     5.0594     1.27027
25019.7        3.98344     5.05952     1.27014
25027.9        3.98363     5.05954     1.27008
25030.3        3.98338     5.05935     1.27011
25036.2        3.98345     5.05925     1.27007
25046.1        3.98364     5.05927     1.27001
25053.4        3.98383     5.0593     1.26996
25053.6        3.98389     5.0592     1.26991
25057.2        3.98396     5.0591     1.26987
25059.1        3.98471     5.05956     1.26974
25064.4        3.98477     5.05946     1.2697
25069          3.98591     5.06058     1.26962
25070.9        3.98566     5.06039     1.26965
25075.6        3.98597     5.06063     1.26961
25077.7        3.98572     5.06044     1.26964
25083.5        3.98616     5.061      1.26964
25087          3.98868     5.06632     1.27017
25101.3        3.98969     5.06731     1.2701
25102.1        3.98975     5.06721     1.27006
25104.4        3.9905     5.06767     1.26993
25107.8        3.99057     5.06757     1.26989
25110.6        3.99258     5.07107     1.27012
25117.8        3.99277     5.07109     1.27007
25120.2        3.99352     5.07155     1.26994
25121          3.99359     5.07145     1.2699
25128.9        3.99378     5.07147     1.26984
25129.5        3.99384     5.07137     1.2698
25130          3.99359     5.07118     1.26983
25135          3.99365     5.07108     1.26979
25136          3.99371     5.07098     1.26974
25137.4        3.99378     5.07088     1.26969
25139.9        3.99384     5.07078     1.26965
25146.2        3.99573     5.07405     1.26987
25162.8        3.99648     5.07451     1.26974
25167.8        3.99705     5.07547     1.2698
25170.4        3.9968     5.07527     1.26984
25171.7        3.99755     5.07573     1.26971
25175          3.99761     5.07563     1.26967
25186.9        3.99768     5.07553     1.26962
25195.6        3.99818     5.07565     1.26949
25205          3.99824     5.07555     1.26944
25224.2        3.99899     5.076      1.26932
25224.7        3.99906     5.0759     1.26927
25226.9        4.00107     5.07938     1.26951
25230          4.00232     5.08108     1.26953
25233.5        4.00345     5.08219     1.26945
25240          4.00352     5.08209     1.26941
25248.8        4.00383     5.08233     1.26937
25250.9        4.0044     5.08328     1.26943
25269.9        4.00458     5.08331     1.26937
25270.7        4.00465     5.08321     1.26933
25270.8        4.0044     5.08301     1.26936
25272          4.00414     5.08282     1.26939
25279          4.00766     5.09283     1.27078
25279.3        4.00741     5.09264     1.27081
25302.9        4.00841     5.09362     1.27073
25306.3        4.00847     5.09352     1.27069
25316.1        4.00822     5.09332     1.27072
25324.9        4.00841     5.09335     1.27066
25329.3        4.00816     5.09315     1.2707
25333.8        4.00791     5.09296     1.27073
25337.6        4.00797     5.09286     1.27068
25338.1        4.00772     5.09266     1.27071
25341          4.00847     5.09312     1.27059
25344.5        4.00822     5.09292     1.27062
25349.1        4.00796     5.09273     1.27065
25353.4        4.0084     5.09328     1.27065
25353.8        4.00815     5.09308     1.27068
25359.1        4.01129     5.10083     1.27162
25362.5        4.01317     5.10406     1.27183
25364.3        4.01292     5.10387     1.27186
25372.1        4.01298     5.10376     1.27181
25373.6        4.01304     5.10366     1.27177
25374.6        4.01323     5.10368     1.27172
25376.5        4.01297     5.10349     1.27175
25378.5        4.01398     5.10446     1.27167
25382.3        4.0151     5.10556     1.27159
25382.6        4.01761     5.11079     1.2721
25387          4.01767     5.11069     1.27205
25389.6        4.01918     5.11271     1.27208
25392.1        4.01962     5.11325     1.27207
25396.5        4.02062     5.11422     1.272 
25397.5        4.02036     5.11403     1.27203
25405          4.02162     5.1157     1.27205
25416.3        4.02136     5.11551     1.27208
25416.8        4.02437     5.1229     1.27297
25418.3        4.02412     5.1227     1.273 
25419.9        4.02386     5.12251     1.27303
25420.6        4.02405     5.12253     1.27298
25422.7        4.02411     5.12242     1.27293
25429.2        4.02455     5.12296     1.27293
25430.9        4.0243     5.12277     1.27296
25432.7        4.02436     5.12266     1.27292
25437.2        4.02442     5.12256     1.27287
25446.3        4.02416     5.12237     1.2729
25446.6        4.02517     5.12333     1.27283
25453.6        4.02592     5.12378     1.2727
25454.2        4.02598     5.12367     1.27265
25454.3        4.02604     5.12357     1.27261
25455.7        4.02654     5.12368     1.27248
25473.6        4.02748     5.12638     1.27285
25475.5        4.0286     5.12746     1.27276
25480.1        4.02866     5.12736     1.27272
25482          4.02841     5.12716     1.27275
25488          4.0286     5.12718     1.2727
25488.9        4.02903     5.12772     1.27269
25490.4        4.03053     5.13028     1.27285
25493          4.03028     5.13008     1.27289
25537.1        4.03059     5.13031     1.27284
25543.7        4.03434     5.14089     1.27428
25556.4        4.0351     5.14133     1.27415
25559.4        4.03528     5.14135     1.2741
25561.7        4.03534     5.14124     1.27405
25563.6        4.0354     5.14114     1.27401
25566.3        4.03665     5.1428     1.27403
25573.8        4.0389     5.14746     1.27447
25576.6        4.03965     5.1479     1.27434
25589.7        4.03971     5.14779     1.2743
25600.2        4.03977     5.14769     1.27425
25601.6        4.04053     5.14812     1.27412
25605.3        4.04071     5.14814     1.27407
25606.8        4.04121     5.14824     1.27394
25611.1        4.04127     5.14814     1.27389
25617.8        4.04158     5.14837     1.27385
25618.5        4.04133     5.14817     1.27388
25621.8        4.04164     5.1484     1.27384
25634.7        4.0422     5.14933     1.27389
25647          4.04251     5.14955     1.27385
25654.8        4.04376     5.15121     1.27387
25654.9        4.04563     5.15438     1.27406
25660.1        4.04537     5.15419     1.27409
25662.8        4.04612     5.15462     1.27397
25666.4        4.04618     5.15452     1.27392
25667          4.04649     5.15474     1.27388
25668.1        4.0468     5.15497     1.27384
25669.6        4.04699     5.15498     1.27378
25669.6        4.04705     5.15488     1.27374
25679.6        4.04736     5.1551     1.2737
25679.9        4.04742     5.155      1.27365
25683.3        4.05042     5.16229     1.27451
25684.9        4.05047     5.16218     1.27446
25688.7        4.05053     5.16208     1.27442
25697.1        4.05028     5.16188     1.27445
25701.2        4.05046     5.1619     1.2744
25703          4.05052     5.16179     1.27435
25703.7        4.05058     5.16169     1.27431
25708.2        4.05032     5.16149     1.27434
25708.7        4.05107     5.16192     1.27421
25713.8        4.05113     5.16182     1.27417
25714          4.05144     5.16204     1.27413
25715.4        4.05219     5.16248     1.274 
25715.5        4.05275     5.1634     1.27405
25721.6        4.05318     5.16393     1.27404
25724.5        4.0563     5.17149     1.27493
25724.7        4.05636     5.17139     1.27488
25739          4.05686     5.17149     1.27475
25740.7        4.06123     5.18529     1.27678
25747.1        4.06273     5.18725     1.27679
25752.3        4.06304     5.18747     1.27675
25753.7        4.06322     5.18748     1.27669
25753.9        4.06497     5.19106     1.27702
25755.8        4.06622     5.19268     1.27703
25773.2        4.06772     5.19464     1.27704
25773.7        4.06846     5.19506     1.27691
25773.7        4.06821     5.19487     1.27694
25775.2        4.06871     5.19497     1.27681
25776.9        4.06845     5.19477     1.27684
25784.2        4.06994     5.19727     1.27699
25787.7        4.06969     5.19708     1.27702
25793.5        4.06974     5.19697     1.27698
25798.7        4.07174     5.20031     1.27717
25815.4        4.07274     5.20124     1.27709
25819.2        4.07305     5.20145     1.27704
25827.1        4.07279     5.20126     1.27708
25832.1        4.07391     5.20231     1.27698
25836.6        4.07503     5.20335     1.27689
